x,y,z
0.9802154101050874,1.0052112309384875,-3.0247304843925016e-06
0.9799797498805538,1.0052668807548628,-3.3974793407776094e-06
0.9797439101200409,1.005322221751944,-2.9884400936860955e-06
0.9795084603375691,1.0053770391022299,-3.2742590732534604e-06
0.9792727851099053,1.005432162155874,-3.0249115248320857e-06
0.9790369610619243,1.0054872005669786,-3.3976991625633834e-06
0.9788009578807986,1.0055419294356205,-2.988622683663955e-06
0.9785653454625914,1.0055961362643486,-3.2744906076596914e-06
0.9783295069177508,1.0056506474708482,-3.025098389571046e-06
0.9780935198514569,1.0057050742077374,-3.3979255420375776e-06
0.977857354064292,1.0057591906763141,-2.9888112783212073e-06
0.9776215798298373,1.0058127867088609,-3.274727930522442e-06
0.9773855787847119,1.0058666857934415,-3.0252912145492528e-06
0.9771494295175882,1.0059205005760667,-3.3981579715194887e-06
0.9769131019451941,1.0059740043639394,-2.98900583783554e-06
0.9766771667195788,1.00602698931353,-3.2749708510498854e-06
0.9764410039959949,1.0060802759924454,-3.025489841549517e-06
0.9762046933477762,1.0061334785364382,-3.3983964909459208e-06
0.9759682048118157,1.0061863693615836,-2.9892063362207955e-06
0.975732109419086,1.0062387429449986,-3.275219525634282e-06
0.9754957858381924,1.0062914169357,-3.025694324736844e-06
0.9752593146280936,1.0063440069581857,-3.3986409940095497e-06
0.9750226659508838,1.0063962845380798,-2.989412709965278e-06
0.9747864112164369,1.0064480464703243,-3.275473997220446e-06
0.9745499276013392,1.0065001074868378,-3.025904682412567e-06
0.9743132966516779,1.006552084698241,-3.3988912263895055e-06
0.9740764886587657,1.0066037487456991,-2.9896249025378185e-06
0.9738400754105291,1.0066548987366881,-3.275734215626297e-06
0.9736034325874269,1.0067063464840178,-3.026120682203537e-06
0.9733666427256331,1.0067577105846932,-3.3991476921998998e-06
0.9731296762549417,1.0068087607915504,-2.9898432319444557e-06
0.9728931053377405,1.0068592985299736,-3.2760000171806747e-06
0.9726563041804264,1.0069101326704069,-3.026339838139991e-06
0.9724193562546967,1.0069608833539114,-3.3994109836787967e-06
0.9721822321552752,1.0070113194166308,-2.990067541071284e-06
0.9719452609629963,1.0070614588473097,-3.3074700115202915e-06
0.9717084810249931,1.0071114097292135,-3.007817751306957e-06
0.9714713709038428,1.0071615394899587,-3.4168934876822876e-06
0.9712341084423295,1.007211387029561,-2.9986094545846054e-06
0.9709968700629337,1.0072611597687047,-3.385646558520111e-06
0.9707594874759148,1.0073106550429294,-2.9849038443996445e-06
0.9705226924511507,1.0073596953495982,-3.406808832533137e-06
0.9702853047411996,1.0074089414093794,-3.0253956445278063e-06
0.970047959607584,1.007458153475726,-3.3999769438256e-06
0.9698104249885501,1.0075070390721386,-2.9963734985288815e-06
0.9695729572159898,1.0075558928112158,-3.3777093022061e-06
0.9693357888737058,1.0076040174777217,-2.96251856690688e-06
0.9690983761264033,1.0076526294740067,-3.4398228547921628e-06
0.9688607340098438,1.007700957350049,-3.0101459300088673e-06
0.9686231167217763,1.007749203214561,-3.3957273053927817e-06
0.9683853555541717,1.007797168297711,-2.9891228490001864e-06
0.9681479912243102,1.007844628981859,-3.2770945636723114e-06
0.9679103538740231,1.0078923416276278,-3.007729612199833e-06
0.9676726527977698,1.0079400449306224,-3.4172473887435217e-06
0.9674347376222239,1.0079873994930029,-2.9991216381336505e-06
0.9671968787322127,1.0080347128816265,-3.386741340549032e-06
0.9669588795193615,1.008081748064303,-2.98589006096292e-06
0.9667212822734265,1.0081282854842264,-3.274563467596525e-06
0.9664834059787277,1.0081750680094086,-3.0079534169454025e-06
0.966245438983064,1.0082218128206293,-3.4182798605668363e-06
0.9660073008264813,1.0082682550341753,-3.0100179801532956e-06
0.9657692215814521,1.0083146536631893,-3.3965510941279253e-06
0.9655309861797173,1.0083607600669344,-2.99140299199821e-06
0.9652928097867353,1.0084068322884532,-3.3786796018592247e-06
0.965054690450172,1.0084523907283265,-2.9842900482468515e-06
0.9648167694968283,1.0084979772493923,-3.406835203577374e-06
0.9645784560519064,1.0085435254142987,-3.0268046841801233e-06
0.9643401653611915,1.0085890243447775,-3.4168980469102828e-06
0.9641017164886366,1.0086342207693446,-2.999989620333654e-06
0.9638633282157998,1.0086793807061345,-3.3878180422143578e-06
0.9636247878528825,1.008724250948793,-2.9901068201894365e-06
0.9633864350644513,1.0087688568583792,-3.3080357755461975e-06
0.963148150245023,1.0088132159756258,-2.962123965940394e-06
0.9629097419359071,1.0088578239595805,-3.441609438985249e-06
0.9626710809201149,1.008902118085738,-3.0117135502542858e-06
0.9624324841662367,1.0089463722197782,-3.401551172205197e-06
0.9621937338760489,1.008990329505752,-2.998444530447758e-06
0.9619550406253095,1.0090342512595691,-3.3852513398081874e-06
0.9617161976332324,1.0090778833324912,-2.9871710620112124e-06
0.9614777785752235,1.0091210396591845,-3.2763004024910503e-06
0.9612390786749869,1.0091644342237653,-3.0094197469264505e-06
0.9610002891182567,1.0092077923909624,-3.4200098958311886e-06
0.9607613302002334,1.0092508442384833,-3.011550682777836e-06
0.9605224311252966,1.0092938552391584,-3.3983276235410864e-06
0.9602833779013468,1.0093365701481014,-2.9929587040226913e-06
0.9600443844926521,1.0093792535826742,-3.380472661278916e-06
0.959805451909249,1.0094214228578196,-2.9859888837045767e-06
0.9595667173183428,1.0094636240774721,-3.4085666073789544e-06
0.9593275901868216,1.0095057793212683,-3.0283679798258356e-06
0.9590884864350249,1.0095478880798898,-3.418703519737082e-06
0.9588492265510055,1.0095896904667732,-3.0015885335889225e-06
0.9586100281605303,1.009631459103801,-3.3896584318224288e-06
0.9583706797457915,1.0096729342500568,-2.991719772228729e-06
0.9581315217413332,1.0097141503129226,-3.3100406851040154e-06
0.9578924326181262,1.0097551177957917,-2.9637543043220527e-06
0.9576532183751822,1.0097963334897966,-3.4434522995056838e-06
0.9574137534243184,1.0098372307904377,-3.0133341501793753e-06
0.9571743533912209,1.009878091036922,-3.4034273493216416e-06
0.9569348020242775,1.0099186505946338,-3.0001063135928763e-06
0.956695308583832,1.0099591772482048,-3.3871500642775054e-06
0.9564556674619197,1.009999410448444,-2.988839284026601e-06
0.956216454595215,1.0100391766247951,-3.2782177827803127e-06
0.9559769579454753,1.0100791730703802,-3.0110390676942045e-06
0.9557373723934397,1.0101191344014797,-3.4218883517705967e-06
0.9554976193578032,1.0101587857147367,-3.0132504693566875e-06
0.955257927073867,1.0101983989129006,-3.400265767519728e-06
0.9550180828647654,1.010237712184246,-2.994673685776522e-06
0.9547782992019646,1.010276996620047,-3.382429415374477e-06
0.954538580331038,1.010315766494038,-2.987839236238965e-06
0.9496677601017545,1.039667801775541,-1.1683340565768474e-06
0.944315845724856,1.0862756338056256,-1.917803250844896e-06
0.9404491129121493,1.1332702179978693,-1.924453283938532e-06
0.9381134051376979,1.1804128321252634,-6.689176760762972e-07
0.9372815219938375,1.2277149786009847,-1.672010357185033e-06
0.93793139673499,1.275095502631132,-1.8307675410007829e-06
0.9400454352833386,1.3224675740474963,-6.039781042764536e-07
0.9435692613386675,1.3705589516530705,-1.4988457263977184e-06
0.948113440215539,1.4187155277723615,-3.324776812696495e-06
0.9540059566696292,1.4653331906293288,-2.8482250483165272e-06
0.9550533207869398,1.4798172230943398,2.2863333754914034e-05
0.9548489134604863,1.4809358097003036,2.607028459738342e-05
0.9548572800311328,1.4814353358415402,3.5690318413127142e-06
0.9548463375057659,1.4818790953024559,-3.332715137589759e-06
0.954875251815587,1.4822675499651405,-3.256264321144925e-06
0.9700982891783282,1.5100601236115299,-2.4400903942990715e-06
0.9916568991192712,1.5535373321681742,-4.661794650445694e-06
1.0123878980669874,1.597475225325043,-3.813446805382703e-06
1.031815923491374,1.6412533707582384,-3.72956341198466e-06
1.0500537924912565,1.6854610675588073,-3.5578435401036057e-06
1.0678148053462695,1.7284689855484157,-2.819101027541626e-06
1.0869092221431025,1.769875629405536,-1.8393212729873876e-06
1.1077954244986663,1.8104837411357615,-2.9482839397840244e-06
1.1304975121114458,1.8504359656805143,-2.98975131950846e-06
1.154938925359087,1.8896539859033186,-1.6653750517028887e-06
1.1821679495240245,1.9305193484564738,-2.2581420508309413e-06
1.2101887789193941,1.9712160024596357,-2.412159139524722e-06
1.2387144511784367,2.011541681441169,-2.129054733020219e-06
1.2677469996696202,2.051516706847415,-2.471196561638911e-06
1.297272325389576,2.091149899230803,-1.3472865459072947e-06
1.3260405805468756,2.12986929533951,-9.371327465111656e-07
1.3536482042909757,2.168845911795877,-1.8278657478720817e-06
1.3800271127332069,2.2083829696500348,-9.071580322102257e-07
1.4062736952615724,2.249769991754466,-1.8476633705834244e-06
1.4318331096652177,2.291537944556051,-2.1003991665866084e-06
1.4567004365431806,2.333722642982082,-1.102249212295986e-06
1.4805873416583677,2.376020472662828,-2.0149680962644467e-06
1.5033346821850624,2.4185250814147734,-1.0495890497529137e-06
1.5259849837267172,2.462694391957182,-2.3715967239767988e-06
1.5484526491725266,2.507122269769761,-2.1632331094929846e-06
1.5708480364772224,2.551531181004494,-2.5156983555936485e-06
1.5932049409854336,2.59595764479605,-1.3758429181706666e-06
1.6157062012880874,2.6404182252069006,-2.6387541194848596e-06
1.6384301860124277,2.6845975115194056,-1.4752930847794499e-06
1.6614525081202056,2.728604015855171,-2.2526983146642365e-06
1.6846750192203181,2.771500346180617,-2.727929966108572e-06
1.7087300715956275,2.81345708882401,-3.1372356628159292e-06
1.733825892642523,2.854762194878966,-2.568949855823871e-06
1.7599900297174351,2.8954931046901184,-1.8430875375514966e-06
1.7871785975634118,2.9356445751119042,-2.5945768170054784e-06
1.7953854663126863,2.9487918037386187,2.2545211838267964e-05
1.7953852844200338,2.949359340504594,3.347589338846893e-05
1.794727589251515,2.9491391357739154,1.365085601157806e-06
1.7937058572571434,2.9492008985374185,-3.681666189039867e-06
1.7930554815640356,2.9490458345675448,-3.5215834658097744e-06
1.7924361987522746,2.9489064163540375,-3.1301492957012955e-06
1.804590433529036,2.9773521422329474,1.2180032789559786e-05
1.8186058464899022,3.021189502765109,-2.0704739494975533e-06
1.8310728244977925,3.066019636198603,-1.935551307983424e-06
1.8420555156768266,3.111413995636645,-2.2187858304476005e-06
1.851604384232836,3.157386400342655,-2.0287761939817572e-06
1.8597223676065524,3.203747236089844,-2.3079749378041026e-06
1.8664926154530035,3.2506725618341408,-2.130504096892194e-06
1.8719388767309433,3.297887224086887,-1.290721114061838e-06
1.876152687377487,3.3456134802597086,-2.5512731850023396e-06
1.8791886963984854,3.3935437307202543,-2.2695198401700978e-06
1.8812524054969317,3.4415180716180442,-2.3351895523174293e-06
1.8829522971747201,3.4911553229264687,-2.9282888260526163e-06
1.8846517563626517,3.5409492974549366,-3.483130286065228e-06
1.886367191292459,3.590741191221906,-2.9876544433149466e-06
1.8866003974441294,3.6089242758521594,2.0323491796057913e-05
1.8862469913154212,3.6106202700603127,3.558270983980774e-05
1.8862190672474006,3.6112825691068533,-9.451973615102333e-06
1.8861886041522389,3.611985591510005,1.9014396475079687e-06
1.8862072462415893,3.6125672740071275,2.3463373845962476e-06
1.886247147404019,3.6130156227963917,1.980918142970023e-06
1.8862787788158646,3.6133887433034104,2.2300537368055706e-06
1.902287796610615,3.6403882793792097,-2.263204923046158e-06
1.9247719645867833,3.680783850100889,-3.108419677554791e-06
1.9492627399153308,3.721350809793415,-1.987053346922535e-06
1.9756129144973333,3.7624321361158453,-2.4771688423921856e-06
2.002869945943426,3.8031668234765057,-1.1152867452728088e-06
2.030881416941058,3.843420154148278,-2.8652140634903567e-06
2.059629084423278,3.883204554760623,-2.7040290124236144e-06
2.0890758471215967,3.922515311071476,-1.2572348545292211e-06
2.1192012914415956,3.961385330071422,-2.369502215108371e-06
2.1499505233609377,3.999812287074477,-2.618928584691149e-06
2.181292254521814,4.037794174106907,-1.1506987418648251e-06
2.212710766468492,4.0743204431574345,-1.6499469508816922e-06
2.245174172461396,4.110069494490913,-2.276038814100212e-06
2.278575328562255,4.145082475661895,-2.7102942684008313e-06
2.2882476651710757,4.155270283326976,2.6730398569617397e-05
2.288726255034896,4.156293549498162,3.606202559345087e-05
2.2889423881755557,4.156698764827163,7.388923296026972e-07
2.2891405982296855,4.157063103278095,1.5969928113084009e-06
2.3145027287036317,4.176152071023099,-2.617986848210685e-06
2.354941582263735,4.203388742727277,-1.773272306302559e-06
2.3962209141697093,4.2310927466208295,-8.458247361189941e-07
2.437456175324406,4.258853653218181,-1.5119771538812943e-06
2.478778976090618,4.286419347818228,-1.9730819467954352e-06
2.493272532235919,4.29506073035264,2.1987253195524664e-05
2.4935809613874103,4.295443541145751,3.661596780456591e-05
2.492788749529413,4.295308855963843,4.0393469092483286e-05
2.4918597446796493,4.295442165261296,-3.05430660554884e-07
2.4910244469250697,4.2952895323113065,-1.1350763558931609e-07
2.4902305433025136,4.295107217705413,-3.1264832202684834e-07
2.5074162087383054,4.32026894432144,-1.3810615102846646e-06
2.532865113627167,4.360901531202476,-1.2050107294804546e-06
2.5593035704846208,4.4017482356141615,-2.649107346517493e-06
2.5865706751204063,4.441819895666975,-1.5277006086070188e-06
2.614550134821251,4.482315699088318,-1.885288484288622e-06
2.641591532874358,4.522915664187559,-2.048909706276608e-06
2.6675826172082,4.563788601187778,-7.64014171039662e-07
2.6922026918592183,4.604772938430241,-2.032368811834273e-06
