x,y,z
-0.9542784734175646,28.98972197590482,-3.3883115435201505e-06
-0.9540383870353153,28.989683693835158,-2.989875686476573e-06
-0.9537987314761143,28.98964587383386,-3.2793913255120544e-06
-0.9535587904066946,28.989607828121596,-3.012044565795652e-06
-0.9533187608464032,28.98956981689879,-3.423040867034377e-06
-0.9530785651296758,28.989532117892804,-3.0142908756525255e-06
-0.952838430541953,28.989494455302598,-3.401442649680897e-06
-0.9525981452408692,28.989457094826747,-2.995734988305021e-06
-0.952357920890465,28.98941976170566,-3.3836289008853937e-06
-0.9521177637057755,28.98938294338343,-2.9889736493753094e-06
-0.9518778038904233,28.98934608745324,-3.411616634377279e-06
-0.9516374514380417,28.98930928942366,-3.031160767687918e-06
-0.9513971234751204,28.989272534079262,-3.4218762925142254e-06
-0.9511566429064726,28.9892360906923,-3.004426400093213e-06
-0.950916225018972,28.989199676900128,-3.392877358013996e-06
-0.9506756604174352,28.989163562519284,-2.9945814357980327e-06
-0.950435290641292,28.989127699125984,-3.3135136728902614e-06
-0.9501949916790419,28.989092087180016,-2.966636986900806e-06
-0.9499545646747457,28.98905622824082,-3.4466765311789993e-06
-0.9497138904062468,28.989020695240125,-3.0161925876036333e-06
-0.9494732825088036,28.988985194705553,-3.406695565640744e-06
-0.9492325266169945,28.988950000580733,-3.003018251082623e-06
-0.9489918296626307,28.988914835246767,-3.3904459113762164e-06
-0.9487509883766847,28.98887996929652,-2.991800313198456e-06
-0.9485105825403881,28.98884555686547,-3.2815484695934705e-06
-0.94826988817057,28.988810926655027,-3.0139142975782462e-06
-0.9480291060250989,28.988776329972612,-3.4251664451818986e-06
-0.947788160270097,28.98874204929821,-3.016218711324875e-06
-0.9475472764477537,28.98870780242096,-3.4036137977581926e-06
-0.9473062441137919,28.988673861279096,-2.997687953216338e-06
-0.9470652732981714,28.98863994497701,-3.3858263005642764e-06
-0.9468243738722947,28.988606543874887,-2.991056119488328e-06
-0.9465836714409538,28.98857310163009,-3.413749289943313e-06
-0.9463425762603512,28.98853972482178,-3.0331307375522365e-06
-0.9461015065750852,28.988506388580227,-3.4240795764445275e-06
-0.9458602867584445,28.988473367923326,-3.0064061592345592e-06
-0.9456191303367881,28.988440374302332,-3.3951034449745954e-06
-0.9453778293530147,28.988407683714815,-2.9965846465099255e-06
-0.9451367259340574,28.988375239007507,-3.3158980429874585e-06
-0.9448956947374866,28.98834304762933,-2.968644305642587e-06
-0.9446545333295927,28.988310609968167,-3.4489065645661177e-06
-0.9444131272216805,28.988278503091518,-3.018198540823136e-06
-0.9441717883816124,28.988246426070113,-3.4089529376245264e-06
-0.9439303039568155,28.988214659001194,-3.005058798161153e-06
-0.9436888791464388,28.988182918353523,-3.392726217341102e-06
-0.9434473121696739,28.988151480603218,-2.9938595017368896e-06
-0.9432061851271212,28.988120487861632,-3.283826460153544e-06
-0.9429646522290311,28.988089341978032,-2.968433799151876e-06
-0.9427232240571733,28.988058157183183,-3.449598939279236e-06
-0.9424815275929243,28.988027336208805,-3.033876208220071e-06
-0.9422399321973948,28.987996497563348,-3.425676854830473e-06
-0.9419981666931393,28.987965997246185,-3.0179614072325944e-06
-0.9417564957410005,28.987935492428207,-3.4060867905305603e-06
-0.941514662988733,28.987905310096856,-3.005680726614335e-06
-0.9412729150035382,28.98787513095087,-3.3937739625788943e-06
-0.9410310151747271,28.98784526468939,-2.998101174076645e-06
-0.9407891938916544,28.98781540639432,-3.3861957686523447e-06
-0.9405474429745154,28.987786067842872,-2.993544860684094e-06
-0.9403057157949921,28.987756734253967,-3.2835527388717922e-06
-0.9400639066544518,28.987727411561767,-3.0170036882763707e-06
-0.9398219864115536,28.987698153093067,-3.4497763207776144e-06
-0.9395799354134472,28.987669174058833,-3.0200847206535153e-06
-0.9393379314086295,28.987640243766887,-3.4262297758484717e-06
-0.9390958096021327,28.987611597845756,-3.0090970959961716e-06
-0.9388537356749037,28.98758298959322,-3.40690584481676e-06
-0.9386115235070566,28.98755468509702,-3.0068642567285253e-06
-0.9383693807060679,28.987526395389967,-3.3977955024022677e-06
-0.9381271052652801,28.987498405193882,-3.0010342089298314e-06
-0.9378848992705494,28.987470429245892,-3.394973969488707e-06
-0.9376425603231048,28.98744275379818,-2.999508526269762e-06
-0.9374002899247866,28.987415092980264,-3.38981693820406e-06
-0.9371578885907336,28.98738773155551,-2.9962507727687715e-06
-0.9369155557330564,28.98736038450575,-3.3877654372418964e-06
-0.9366730920988061,28.98733333738461,-2.9951159177810105e-06
-0.9364308358673501,28.987306521656343,-3.3168874780005464e-06
-0.936188386890461,28.98727978107449,-2.9933857879325954e-06
-0.9359460952445969,28.987253267223586,-3.2854357248680854e-06
-0.9357036157032751,28.98722681934462,-2.9713504658621104e-06
-0.9354611717083432,28.98720038158729,-3.4162546906149616e-06
-0.9352185609963901,28.98717425009249,-3.017592935035396e-06
-0.9349760191181008,28.98714812501334,-3.4519206359336085e-06
-0.934733322994609,28.987122315455974,-3.037066121855392e-06
-0.934490699650141,28.987096517465005,-3.429738013482897e-06
-0.9342479423733419,28.987071023392954,-3.0214919048837663e-06
-0.9340052611300625,28.987045539311925,-3.4286730422466993e-06
-0.9337624419407806,28.987020364177585,-3.021428745714899e-06
-0.9335196950245587,28.986995201068602,-3.4129768884810785e-06
-0.9332768164535108,28.986970341609126,-3.011090447160858e-06
-0.9330340099030073,28.986945493323592,-3.4096436772358685e-06
-0.9327910697395,28.986920950871486,-3.0094093870468297e-06
-0.932548199630878,28.98689642052078,-3.400600450623875e-06
-0.9323051993979892,28.986872193468372,-3.003597823205556e-06
-0.932062269157652,28.986847978115065,-3.3977918419726694e-06
